split,subgroup,count,proportion,n,columns
all,not male & female & gen other & not christian & not rel other & black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & not christian & not rel other & black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & not christian & not rel other & black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & not christian & not rel other & black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & not christian & not rel other & black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & not christian & not rel other & black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & not christian & not rel other & black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & not christian & not rel other & black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & not christian & rel other & not black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & not christian & rel other & not black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & not christian & rel other & not black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & not christian & rel other & not black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & not christian & rel other & not black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & not christian & rel other & not black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & not christian & rel other & not black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & not christian & rel other & not black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & not christian & rel other & black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & not christian & rel other & black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & not christian & rel other & black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & not christian & rel other & black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & not christian & rel other & black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & not christian & rel other & black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & not christian & rel other & black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & not christian & rel other & black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & christian & not rel other & not black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & christian & not rel other & not black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & christian & not rel other & not black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & christian & not rel other & not black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & christian & not rel other & not black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & christian & not rel other & not black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & christian & not rel other & not black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & christian & not rel other & not black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & christian & not rel other & black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & christian & not rel other & black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & christian & not rel other & black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & christian & not rel other & black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & christian & not rel other & black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & christian & not rel other & black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & christian & not rel other & black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & christian & not rel other & black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & christian & rel other & not black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & christian & rel other & not black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & christian & rel other & not black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & christian & rel other & not black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & christian & rel other & not black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & christian & rel other & not black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & christian & rel other & not black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & christian & rel other & not black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & christian & rel other & black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & christian & rel other & black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & christian & rel other & black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & christian & rel other & black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & christian & rel other & black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & christian & rel other & black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & christian & rel other & black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,not male & female & gen other & christian & rel other & black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & not christian & not rel other & not black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & not christian & not rel other & not black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & not christian & not rel other & not black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & not christian & not rel other & not black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & not christian & not rel other & not black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & not christian & not rel other & not black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & not christian & not rel other & not black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & not christian & not rel other & not black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & not christian & not rel other & black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & not christian & not rel other & black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & not christian & not rel other & black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & not christian & not rel other & black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & not christian & not rel other & black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & not christian & not rel other & black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & not christian & not rel other & black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & not christian & not rel other & black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & not christian & rel other & not black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & not christian & rel other & not black & not white & not asian & race other,413,0.12273402674591381,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & not christian & rel other & not black & not white & asian & not race other,52,0.015453194650817237,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & not christian & rel other & not black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & not christian & rel other & not black & white & not asian & not race other,312,0.09271916790490342,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & not christian & rel other & not black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & not christian & rel other & not black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & not christian & rel other & not black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & not christian & rel other & black & not white & not asian & not race other,108,0.032095096582466565,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & not christian & rel other & black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & not christian & rel other & black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & not christian & rel other & black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & not christian & rel other & black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & not christian & rel other & black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & not christian & rel other & black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & not christian & rel other & black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & christian & not rel other & not black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & christian & not rel other & not black & not white & not asian & race other,268,0.07964338781575037,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & christian & not rel other & not black & not white & asian & not race other,27,0.008023774145616641,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & christian & not rel other & not black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & christian & not rel other & not black & white & not asian & not race other,293,0.08707280832095096,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & christian & not rel other & not black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & christian & not rel other & not black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & christian & not rel other & not black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & christian & not rel other & black & not white & not asian & not race other,83,0.024665676077265972,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & christian & not rel other & black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & christian & not rel other & black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & christian & not rel other & black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & christian & not rel other & black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & christian & not rel other & black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & christian & not rel other & black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & christian & not rel other & black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & christian & rel other & not black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & christian & rel other & not black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & christian & rel other & not black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & christian & rel other & not black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & christian & rel other & not black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & christian & rel other & not black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & christian & rel other & not black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & christian & rel other & not black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & christian & rel other & black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & christian & rel other & black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & christian & rel other & black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & christian & rel other & black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & christian & rel other & black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & christian & rel other & black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & christian & rel other & black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & not gen other & christian & rel other & black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & not christian & not rel other & not black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & not christian & not rel other & not black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & not christian & not rel other & not black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & not christian & not rel other & not black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & not christian & not rel other & not black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & not christian & not rel other & not black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & not christian & not rel other & not black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & not christian & not rel other & not black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & not christian & not rel other & black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & not christian & not rel other & black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & not christian & not rel other & black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & not christian & not rel other & black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & not christian & not rel other & black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & not christian & not rel other & black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & not christian & not rel other & black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & not christian & not rel other & black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & not christian & rel other & not black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & not christian & rel other & not black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & not christian & rel other & not black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & not christian & rel other & not black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & not christian & rel other & not black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & not christian & rel other & not black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & not christian & rel other & not black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & not christian & rel other & not black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & not christian & rel other & black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & not christian & rel other & black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & not christian & rel other & black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & not christian & rel other & black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & not christian & rel other & black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & not christian & rel other & black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & not christian & rel other & black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & not christian & rel other & black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & christian & not rel other & not black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & christian & not rel other & not black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & christian & not rel other & not black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & christian & not rel other & not black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & christian & not rel other & not black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & christian & not rel other & not black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & christian & not rel other & not black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & christian & not rel other & not black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & christian & not rel other & black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & christian & not rel other & black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & christian & not rel other & black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & christian & not rel other & black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & christian & not rel other & black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & christian & not rel other & black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & christian & not rel other & black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & christian & not rel other & black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & christian & rel other & not black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & christian & rel other & not black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & christian & rel other & not black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & christian & rel other & not black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & christian & rel other & not black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & christian & rel other & not black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & christian & rel other & not black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & christian & rel other & not black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & christian & rel other & black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & christian & rel other & black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & christian & rel other & black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & christian & rel other & black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & christian & rel other & black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & christian & rel other & black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & christian & rel other & black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & not female & gen other & christian & rel other & black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & not christian & not rel other & not black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & not christian & not rel other & not black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & not christian & not rel other & not black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & not christian & not rel other & not black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & not christian & not rel other & not black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & not christian & not rel other & not black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & not christian & not rel other & not black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & not christian & not rel other & not black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & not christian & not rel other & black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & not christian & not rel other & black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & not christian & not rel other & black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & not christian & not rel other & black & not white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & not christian & not rel other & black & white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & not christian & not rel other & black & white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & not christian & not rel other & black & white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & not christian & not rel other & black & white & asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & not christian & rel other & not black & not white & not asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & not christian & rel other & not black & not white & not asian & race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
all,male & female & not gen other & not christian & rel other & not black & not white & asian & not race other,0,0.0,3365,male;female;gen_other;christian;rel_other;black;white;asian;race_other
